# Generated by Tools/threads/flagoff-ledger.py (--base origin/main). One row per pre-existing function that has code the branch added
# outside every flag-on gate. Columns verdict, reason, reviewer are maintained by hand and survive regeneration.
# verdict: shape | restored | deliberate | data | fail-stop | lock | atomic | upstream-fix | flag-on-arm (see docs/threads/FLAG-OFF-LANDING.md L3).
file	function	ungated_lines	auto	verdict	reason	reviewer	note
Source/JavaScriptCore/runtime/WeakGCMap.h	private: ValueArg* addIfAbsentImpl(const KeyType& key, ValueType&& newEntry, ValueArg* value)	8	other				
Source/JavaScriptCore/runtime/WeakGCMap.h	template<typename Functor> ValueArg* ensureValue(const KeyType& key, Functor&& functor)	23	lock				
Source/JavaScriptCore/runtime/WeakGCMap.h	void clear()	5	lock				
Source/JavaScriptCore/runtime/WeakGCMapInlines.h	template<typename KeyArg, typename ValueArg, typename HashArg, typename KeyTraitsArg> NEVER_INLINE void WeakGCMap<KeyArg, ValueArg, HashArg, KeyTraitsArg>::prun	7	lock				
Source/JavaScriptCore/runtime/WeakGCMapInlines.h	template<typename KeyArg, typename ValueArg, typename HashArg, typename KeyTraitsArg> inline bool WeakGCMap<KeyArg, ValueArg, HashArg, KeyTraitsArg>::contains(c	5	lock				
Source/JavaScriptCore/runtime/WeakGCSet.h	AddResult add(ValueArg* key)	5	lock				
Source/JavaScriptCore/runtime/WeakGCSet.h	template<typename HashTranslator, typename T> ValueArg* ensureValue(T&& key, const Invocable<ValueType()> auto& functor)	21	lock				
Source/JavaScriptCore/runtime/WeakGCSet.h	void clear()	5	lock				
Source/JavaScriptCore/runtime/WeakGCSetInlines.h	template<typename ValueArg, typename HashArg, typename TraitsArg> NEVER_INLINE void WeakGCSet<ValueArg, HashArg, TraitsArg>::pruneStaleEntries()	7	lock				
Source/JavaScriptCore/runtime/WeakMapImpl.cpp	template <> void WeakMapImpl<WeakMapBucket<WeakMapBucketDataKey>>::takeSnapshot(MarkedArgumentBuffer& buffer, unsigned limit)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakMapImpl.cpp	template <> void WeakMapImpl<WeakMapBucket<WeakMapBucketDataKeyValue>>::takeSnapshot(MarkedArgumentBuffer& buffer, unsigned limit)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakMapImpl.h	(no enclosing function found)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakMapImpl.h	ALWAYS_INLINE bool has(JSCell* key)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakMapImpl.h	ALWAYS_INLINE bool remove(JSCell* key)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakMapImplInlines.h	template <typename WeakMapBucket> ALWAYS_INLINE void WeakMapImpl<WeakMapBucket>::add(VM& vm, JSCell* key, JSValue value, uint32_t hash)	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakMapImplInlines.h	template <typename WeakMapBucket> ALWAYS_INLINE void WeakMapImpl<WeakMapBucket>::addBucket(VM& vm, JSCell* key, JSValue value, uint32_t hash, size_t index)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakMapPrototype.cpp	JSC_DEFINE_HOST_FUNCTION(protoFuncWeakMapGetOrInsert, (JSGlobalObject* globalObject, CallFrame* callFrame))	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WeakMapPrototype.cpp	JSC_DEFINE_HOST_FUNCTION(protoFuncWeakMapGetOrInsertComputed, (JSGlobalObject* globalObject, CallFrame* callFrame))	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/runtime/WriteBarrier.h	JSValue get() const	1	relaxed-atomic				
Source/JavaScriptCore/runtime/WriteBarrier.h	private: StorageType cell() const	6	relaxed-atomic				
Source/JavaScriptCore/runtime/WriteBarrier.h	void clear()	1	relaxed-atomic				
Source/JavaScriptCore/runtime/WriteBarrier.h	void copyFrom(const WriteBarrierBase& other)	1	other				
Source/JavaScriptCore/runtime/WriteBarrier.h	void setWithoutWriteBarrier(JSValue value)	1	relaxed-atomic				
Source/JavaScriptCore/runtime/WriteBarrier.h	void setWithoutWriteBarrier(Structure* value)	2	relaxed-atomic				
Source/JavaScriptCore/runtime/WriteBarrier.h	void setWithoutWriteBarrier(T* value)	1	other				
Source/JavaScriptCore/runtime/WriteBarrierInlines.h	inline void WriteBarrierStructureID::setEarlyValue(VM& vm, const JSCell* owner, Structure* value)	2	relaxed-atomic				
Source/JavaScriptCore/runtime/WriteBarrierInlines.h	template <typename T, typename Traits> inline void WriteBarrierBase<T, Traits>::setEarlyValue(VM& vm, const JSCell* owner, T* value)	1	other				
Source/JavaScriptCore/tools/HeapVerifier.cpp	void HeapVerifier::reportCell(CellProfile& profile, int cycleIndex, HeapVerifier::GCCycle& cycle, CellList& list, const char* prefix)	4	other				
Source/JavaScriptCore/tools/Integrity.cpp	bool Random::reloadAndCheckShouldAuditSlow(VM& vm)	5	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/tools/JSDollarVM.cpp	JSC_DEFINE_HOST_FUNCTION(functionCallWithTimeLimit, (JSGlobalObject* globalObject, CallFrame* callFrame))	3	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/tools/JSDollarVM.cpp	JSC_DEFINE_HOST_FUNCTION(functionDeltaBetweenButterflies, (JSGlobalObject*, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/tools/JSDollarVM.cpp	WTF_ALLOW_UNSAFE_BUFFER_USAGE_BEGIN JSC_DEFINE_HOST_FUNCTION(functionCpuClflush, (JSGlobalObject*, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/tools/JSDollarVM.cpp	void JSDollarVM::finishCreation(VM& vm)	17	other				
Source/JavaScriptCore/tools/VMInspector.cpp	JSObject* VMInspector::codeBlockCensus(JSGlobalObject* globalObject)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/tools/VMInspector.cpp	SUPPRESS_ASAN void VMInspector::dumpRegisters(CallFrame* callFrame)	8	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/tools/VMInspector.cpp	VM* VMInspector::vmForCallFrame(CallFrame* callFrame)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/tools/VMInspector.cpp	auto VMInspector::codeBlockForMachinePC(void* machinePC) -> std::expected<CodeBlock*, Error>	1	other				
Source/JavaScriptCore/tools/VMInspector.cpp	void VMInspector::dumpCellMemoryToStream(JSCell* cell, PrintStream& out)	1	other				
Source/JavaScriptCore/wasm/WasmIPIntSlowPaths.cpp	(no enclosing function found)	4	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/wasm/WasmIPIntSlowPaths.cpp	WASM_IPINT_EXTERN_CPP_DECL(check_stack_and_vm_traps, void* candidateNewStackPointer, Wasm::IPIntCallee* callee, CallFrame* callFrame)	2	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/wasm/WasmIPIntSlowPaths.cpp	WASM_IPINT_EXTERN_CPP_DECL(rethrow_exception, CallFrame* callFrame, unsigned tryDepth)	4	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/wasm/WasmIPIntSlowPaths.cpp	WASM_IPINT_EXTERN_CPP_DECL(throw_exception, CallFrame* callFrame, IPIntStackEntry* arguments, unsigned exceptionIndex)	4	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/wasm/WasmIPIntSlowPaths.cpp	WASM_IPINT_EXTERN_CPP_DECL(throw_ref, CallFrame* callFrame, EncodedJSValue exnref)	4	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/wasm/WasmMemory.cpp	std::expected<PageCount, GrowFailReason> Memory::grow(VM& vm, PageCount delta)	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/wasm/WasmOperations.cpp	IGNORE_WARNINGS_BEGIN( ) WTF_ALLOW_UNSAFE_BUFFER_USAGE_BEGIN namespace JSC	15	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/wasm/WasmOperationsInlines.h	inline int32_t memoryAtomicNotify(JSWebAssemblyInstance* instance, uint64_t base, uint64_t offset, int32_t countValue, uint8_t memoryIndex)	1	other				
Source/JavaScriptCore/wasm/WasmOperationsInlines.h	inline void* throwWasmToJSException(CallFrame* callFrame, Wasm::ExceptionType type, JSWebAssemblyInstance* instance)	4	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/JavaScriptCore/wasm/WasmSectionParser.cpp	auto SectionParser::parseArrayType(uint32_t position, ParsedDef& arrayType) -> PartialResult	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/wasm/WasmSectionParser.cpp	auto SectionParser::parseStructType(uint32_t position, ParsedDef& structType) -> PartialResult	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/wasm/js/JSToWasm.cpp	CodePtr<JSEntryPtrTag> RTT::jsToWasmICEntrypoint() const	1	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/wasm/js/JSWebAssembly.cpp	JSC_DEFINE_HOST_FUNCTION(webAssemblyCompileFunc, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/JSWebAssembly.cpp	JSC_DEFINE_HOST_FUNCTION(webAssemblyCompileStreamingFunc, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/JSWebAssembly.cpp	JSC_DEFINE_HOST_FUNCTION(webAssemblyInstantiateFunc, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/JSWebAssembly.cpp	JSC_DEFINE_HOST_FUNCTION(webAssemblyInstantiateStreamingFunc, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/JSWebAssembly.cpp	JSC_DEFINE_HOST_FUNCTION(webAssemblyPromisingFunc, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/JSWebAssembly.cpp	JSC_DEFINE_HOST_FUNCTION(webAssemblyValidateFunc, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/JSWebAssemblyInstance.cpp	JSWebAssemblyInstance* JSWebAssemblyInstance::tryCreate(VM& vm, Structure* instanceStructure, JSGlobalObject* globalObject, JSModuleLoader* moduleLoader, const 	2	fail-stop,gate-test				
Source/JavaScriptCore/wasm/js/JSWebAssemblyInstance.cpp	JSWebAssemblyInstance::JSWebAssemblyInstance(VM& vm, Structure* structure, JSWebAssemblyModule* module, WebAssemblyModuleRecord* moduleRecord, RefPtr<SourceProv	1	fail-stop,gate-test				
Source/JavaScriptCore/wasm/js/JSWebAssemblyMemory.cpp	void JSWebAssemblyMemory::growSuccessCallback(VM& vm, PageCount oldPageCount, PageCount newPageCount)	1	other				
Source/JavaScriptCore/wasm/js/JSWebAssemblyModule.cpp	JSWebAssemblyModule* JSWebAssemblyModule::create(VM& vm, Structure* structure, Ref<Wasm::Module>&& result)	1	fail-stop,gate-test				
Source/JavaScriptCore/wasm/js/WebAssemblyFunction.cpp	JSC_DEFINE_HOST_FUNCTION(callWebAssemblyFunction, (JSGlobalObject* globalObject, CallFrame* callFrame))	5	other				
Source/JavaScriptCore/wasm/js/WebAssemblyFunction.h	CodePtr<JSEntryPtrTag> jsCallICEntrypoint()	2	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/wasm/js/WebAssemblyGlobalConstructor.cpp	JSC_DEFINE_HOST_FUNCTION(constructJSWebAssemblyGlobal, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/WebAssemblyInstanceConstructor.cpp	JSC_DEFINE_HOST_FUNCTION(constructJSWebAssemblyInstance, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/WebAssemblyMemoryConstructor.cpp	JSC_DEFINE_HOST_FUNCTION(constructJSWebAssemblyMemory, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/WebAssemblyModuleConstructor.cpp	JSC_DEFINE_HOST_FUNCTION(constructJSWebAssemblyModule, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/WebAssemblyTableConstructor.cpp	JSC_DEFINE_HOST_FUNCTION(constructJSWebAssemblyTable, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/wasm/js/WebAssemblyTagConstructor.cpp	JSC_DEFINE_HOST_FUNCTION(constructJSWebAssemblyTag, (JSGlobalObject* globalObject, CallFrame* callFrame))	2	other				
Source/JavaScriptCore/yarr/YarrInterpreter.cpp	unsigned interpret() WTF_IGNORES_THREAD_SAFETY_ANALYSIS	7	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/yarr/YarrMatchingContextHolder.h	ALWAYS_INLINE MatchingContextHolder::MatchingContextHolder(VM& vm, RegExp* regExp, MatchFrom matchFrom) : m_matchFrom(matchFrom)	4	gate-test	gate	an inserted gate test: one predicted-false byte test of a frozen Config or option byte flag off	tool	
Source/JavaScriptCore/yarr/YarrMatchingContextHolder.h	ALWAYS_INLINE MatchingContextHolder::~MatchingContextHolder()	1	other				
Source/WTF/wtf/Atomics.h	template<typename T> static Dependency loadAndFence(const T* pointer, T& output)	6	relaxed-atomic				
Source/WTF/wtf/BitSet.h	template<size_t bitSetSize, typename WordType> inline constexpr void BitSet<bitSetSize, WordType>::concurrentFilter(const BitSet& other)	3	relaxed-atomic				
Source/WTF/wtf/CagedPtr.h	(no enclosing function found)	3	relaxed-atomic				
Source/WTF/wtf/CagedPtr.h	CagedPtr(CagedPtr&& other)	1	relaxed-atomic				
Source/WTF/wtf/CagedPtr.h	CagedPtr(T* ptr)	3	relaxed-atomic				
Source/WTF/wtf/CagedPtr.h	CagedPtr(std::nullptr_t)	3	relaxed-atomic				
Source/WTF/wtf/CagedPtr.h	T* get() const LIFETIME_BOUND	3	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/WTF/wtf/CagedPtr.h	T* getMayBeNull() const LIFETIME_BOUND	1	other				
Source/WTF/wtf/CagedPtr.h	T* getUnsafe() const LIFETIME_BOUND	1	other				
Source/WTF/wtf/CagedPtr.h	T* rawBits() const	1	other				
Source/WTF/wtf/CagedPtr.h	WTF_ALLOW_UNSAFE_BUFFER_USAGE_END CagedPtr(CagedPtr& other)	1	relaxed-atomic				
Source/WTF/wtf/CompactPointerTuple.h	void setPointer(PointerType pointer)	3	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/WTF/wtf/CompactPointerTuple.h	void setType(Type type)	3	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/WTF/wtf/ConcurrentBuffer.h	private: static ArrayPtr createArray(size_t size)	1	relaxed-atomic				
Source/WTF/wtf/ConcurrentBuffer.h	void grow(size_t newSize)	2	relaxed-atomic				
Source/WTF/wtf/ConcurrentBuffer.h	void growExact(size_t newSize)	4	relaxed-atomic				
Source/WTF/wtf/ConcurrentPtrHashSet.h	bool addImpl(void* ptr)	1	relaxed-atomic				
Source/WTF/wtf/ConcurrentPtrHashSet.h	bool containsImpl(void* ptr) const	1	relaxed-atomic				
Source/WTF/wtf/ConcurrentPtrHashSet.h	size_t size() const	1	relaxed-atomic				
Source/WTF/wtf/ConcurrentVector.h	Iterator end() LIFETIME_BOUND	1	other				
Source/WTF/wtf/ConcurrentVector.h	Segment* segmentFor(size_t index)	5	relaxed-atomic				
Source/WTF/wtf/ConcurrentVector.h	T takeLast()	1	relaxed-atomic				
Source/WTF/wtf/ConcurrentVector.h	T& at(size_t index) LIFETIME_BOUND	1	debug-assert	debug-assert	assertion only: no release-build code	tool	
Source/WTF/wtf/ConcurrentVector.h	bool segmentExistsFor(size_t index)	1	relaxed-atomic				
Source/WTF/wtf/ConcurrentVector.h	template<typename... Args> void append(Args&&... args)	3	relaxed-atomic				
Source/WTF/wtf/ConcurrentVector.h	template<typename... Args> void appendConcurrently(Args&&... args)	4	relaxed-atomic				
Source/WTF/wtf/ConcurrentVector.h	void allocateSegment()	4	relaxed-atomic				
Source/WTF/wtf/ConcurrentVector.h	void ensureSegment(size_t segmentIndex)	3	debug-assert,relaxed-atomic				
Source/WTF/wtf/ConcurrentVector.h	void ensureSegmentsFor(size_t size)	1	other				
Source/WTF/wtf/ConcurrentVector.h	void grow(size_t newSize)	6	debug-assert,relaxed-atomic				
